0,1,2,3,4,5,6,7,8,9,10,11
1119,O,,,,own,cactus,O,9.14E-05,12,0.96097561,"0.8592896174863388
"
1120,O,,,,make,cuttings,O,0.000279476,12,0.96097561,"0.8592896174863388
"
1121,O,,,,choose,pads,O,0.010871246,12,0.96097561,"0.8592896174863388
"
1122,O,,,,make,cactus,O,0.084811315,12,0.96097561,"0.8592896174863388
"
1123,O,,,,form,callous,O,5.16E-06,12,0.96097561,"0.8592896174863388
"
1124,O,,,,prevent,rot,A,0.5,12,0.96097561,"0.8592896174863388
"
1125,O,,,,cure,cuttings,O,0.010325179,12,0.96097561,"0.8592896174863388
"
1126,O,,,,sit,pad,O,0.051576294,12,0.96097561,"0.8592896174863388
"
1127,O,,,,plant,cuttings,O,0.005124159,12,0.96097561,"0.8592896174863388
"
1128,O,,,,prepare,mix,O,2.92E-06,12,0.96097561,"0.8592896174863388
"
1129,O,,,,fill,number,O,1.94E-08,12,0.96097561,"0.8592896174863388
"
1130,S-expletive,,,holes,be,,O,0.000694218,12,0.96097561,"0.8592896174863388
"
1131,O,,,,set,cuttings,O,7.90E-05,12,0.96097561,"0.8592896174863388
"
1132,O,,,,plant,cuttings,O,0.097183689,12,0.96097561,"0.8592896174863388
"
1133,O,,,,put,rocks,O,3.44E-05,12,0.96097561,"0.8592896174863388
"
1134,O,,,,choose,spot,O,2.36E-07,12,0.96097561,"0.8592896174863388
"
1135,O,,,,position,cuttings,O,9.67E-05,12,0.96097561,"0.8592896174863388
"
1136,S,,,sides,face,,A,0.894241631,12,0.96097561,"0.8592896174863388
"
1137,S,,,sides,face,,A,0.999942541,12,0.96097561,"0.8592896174863388
"
1138,O,,,,prevent,cuttings,A,0.534707844,12,0.96097561,"0.8592896174863388
"
1139,S-passive,,,spot,shelter,,O,0.123606473,12,0.96097561,"0.8592896174863388
"
1140,O,,,,water,cutting,O,0.000425955,12,0.96097561,"0.8592896174863388
"
1141,A,,,moisture,provide,nutrients,A,0.991341531,12,0.96097561,"0.8592896174863388
"
1142,O,,,,provide,nutrients,O,0.00328882,12,0.96097561,"0.8592896174863388
"
1143,S,,,roots,grow,,A,0.999908447,12,0.96097561,"0.8592896174863388
"
1144,A,,,water,cause,rot,A,0.944637239,12,0.96097561,"0.8592896174863388
"
1145,O,,,,cause,rot,O,7.55E-07,12,0.96097561,"0.8592896174863388
"
1146,S,,,roots,sprout,,A,0.999999881,12,0.96097561,"0.8592896174863388
"
1147,O,,,,water,cutting,O,0.006217367,12,0.96097561,"0.8592896174863388
"
1148,O,,,,let,soil,A,0.608262181,12,0.96097561,"0.8592896174863388
"
1149,O,,,,water,cuttings,O,1.74E-07,12,0.96097561,"0.8592896174863388
"
1150,O,,,,fertilize,plants,O,0.066355906,12,0.96097561,"0.8592896174863388
"
1151,S,,,cactus,grow,,A,0.999985337,12,0.96097561,"0.8592896174863388
"
1152,O,,,,let,cuttings,O,0.032561455,12,0.96097561,"0.8592896174863388
"
1153,A,,,pad,bear,flowers,A,0.999993563,12,0.96097561,"0.8592896174863388
"
1154,O,,,,bear,flowers,O,0.008898607,12,0.96097561,"0.8592896174863388
"
1155,O,,,,affect,size,O,6.23E-09,12,0.96097561,"0.8592896174863388
"
1156,O,,,,have,mice,A,0.999825656,12,0.96097561,"0.8592896174863388
"
1157,O,,,,cause,damage,O,0.000160548,12,0.96097561,"0.8592896174863388
"
1158,O,,,,create,mess,O,3.74E-05,12,0.96097561,"0.8592896174863388
"
1159,O,,,,produce,smells,O,0.041766763,12,0.96097561,"0.8592896174863388
"
1160,O,,,,repel,rodents,A,0.712438345,12,0.96097561,"0.8592896174863388
"
1161,O,,,,use,chemicals,O,4.36E-06,12,0.96097561,"0.8592896174863388
"
1162,S-expletive,,,ways,be,,O,0.036026865,12,0.96097561,"0.8592896174863388
"
1163,O,,,,get,mice,A,0.975248516,12,0.96097561,"0.8592896174863388
"
1164,O,,,,discourage,Mice,O,0.002302622,12,0.96097561,"0.8592896174863388
"
1165,O,,,,keep,home,O,0.001126946,12,0.96097561,"0.8592896174863388
"
1166,S-passive,,,mice,draw,,A,0.999995828,12,0.96097561,"0.8592896174863388
"
1167,O,,,,keep,food,O,0.00067168,12,0.96097561,"0.8592896174863388
"
1168,O,,,,apply,oil,A,0.947964728,12,0.96097561,"0.8592896174863388
"
1169,O,,,,mask,scent,O,1.36E-05,12,0.96097561,"0.8592896174863388
"
1170,O,,,,give,house,O,0.000815463,12,0.96097561,"0.8592896174863388
"
1171,O,,,,give,smell,O,0.000268855,12,0.96097561,"0.8592896174863388
"
1172,O,,,,get,oil,O,0.000837543,12,0.96097561,"0.8592896174863388
"
1173,O,,,,place,drop,O,0.00040696,12,0.96097561,"0.8592896174863388
"
1174,O,,,,place,ball,O,0.45990172,12,0.96097561,"0.8592896174863388
"
1175,O,,,,deter,mice,O,0.014452096,12,0.96097561,"0.8592896174863388
"
1176,O,,,,place,balls,O,0.001684938,12,0.96097561,"0.8592896174863388
"
1177,O,,,,enter,house,O,2.21E-07,12,0.96097561,"0.8592896174863388
"
1178,S,,,balls,need,,A,0.999972343,12,0.96097561,"0.8592896174863388
"
1179,O,,,,grow,plants,O,0.014077266,12,0.96097561,"0.8592896174863388
"
1180,O,,,,use,mint,A,0.880353451,12,0.96097561,"0.8592896174863388
"
1181,O,,,,serve,purpose,O,0.010011042,12,0.96097561,"0.8592896174863388
"
1182,O,,,,use,feces,O,1.63E-05,12,0.96097561,"0.8592896174863388
"
1183,O,,,,visit,center,O,2.22E-06,12,0.96097561,"0.8592896174863388
"
1184,O,,,,own,snake,O,0.001055356,12,0.96097561,"0.8592896174863388
"
1185,S,,,mice,seem,,A,0.999757349,12,0.96097561,"0.8592896174863388
"
1186,O,,,,keep,mice,O,0.416274637,12,0.96097561,"0.8592896174863388
"
1187,O,,,,keep,feces,O,0.031495295,12,0.96097561,"0.8592896174863388
"
1188,O,,,,zap,mice,A,0.913689792,12,0.96097561,"0.8592896174863388
"
1189,S-expletive,,,units,be,,O,0.365532637,12,0.96097561,"0.8592896174863388
"
1190,O,,,,emit,sound,O,1.38E-07,12,0.96097561,"0.8592896174863388
"
1191,O,,,,know,path,O,5.43E-06,12,0.96097561,"0.8592896174863388
"
1192,S,,,mice,take,,A,0.999996543,12,0.96097561,"0.8592896174863388
"
1193,S,,,units,work,,A,0.959824264,12,0.96097561,"0.8592896174863388
"
1194,S,,,mice,become,,A,0.999824345,12,0.96097561,"0.8592896174863388
"
1195,O,,,,use,deterrent,O,0.006025483,12,0.96097561,"0.8592896174863388
"
1196,A,,,companies,make,repellents,A,1,12,0.96097561,"0.8592896174863388
"
1197,O,,,,make,repellents,O,0.000214884,12,0.96097561,"0.8592896174863388
"
1198,O,,,,use,ingredients,O,3.06E-07,12,0.96097561,"0.8592896174863388
"
1199,O,,,,kill,mice,O,0.417213231,12,0.96097561,"0.8592896174863388
"
1200,S-passive,,,product,apply,,A,0.565330029,12,0.96097561,"0.8592896174863388
"
1201,O,,,,want,product,O,4.43E-07,12,0.96097561,"0.8592896174863388
"
1202,O,,,,do,search,O,1.16E-07,12,0.96097561,"0.8592896174863388
"
1203,O,,,,get,cat,O,0.000250566,12,0.96097561,"0.8592896174863388
"
1204,A,,,cat,take,care,A,0.988221705,12,0.96097561,"0.8592896174863388
"
1205,O,,,,take,care,O,2.29E-08,12,0.96097561,"0.8592896174863388
"
1206,O,,,,spend,time,O,0.000299484,12,0.96097561,"0.8592896174863388
"
1207,O,,,,find,food,O,4.12E-06,12,0.96097561,"0.8592896174863388
"
1208,O,,,,track,mouse,A,0.892752588,12,0.96097561,"0.8592896174863388
"
1209,A,,,cats,have,energy,A,0.999999881,12,0.96097561,"0.8592896174863388
"
1210,O,,,,have,energy,O,5.71E-06,12,0.96097561,"0.8592896174863388
"
1211,O,,,,hunt,mice,O,0.221905962,12,0.96097561,"0.8592896174863388
"
1212,S,,,Kittens,have,,A,0.999999881,12,0.96097561,"0.8592896174863388
"
1213,A,,,kitties,see,mouse,A,0.640919626,12,0.96097561,"0.8592896174863388
"
1214,O,,,,see,mouse,O,0.252224296,12,0.96097561,"0.8592896174863388
"
1215,S,,,Shelters,know,,A,0.99809283,12,0.96097561,"0.8592896174863388
"
1216,S-passive,,,cats,socialize,,A,0.929241836,12,0.96097561,"0.8592896174863388
"
1217,O,,,,hunt,mice,O,0.105595976,12,0.96097561,"0.8592896174863388
"
1218,O,,,,have,cat,O,1.28E-05,12,0.96097561,"0.8592896174863388
"
1219,O,,,,use,litter,O,0.000848994,12,0.96097561,"0.8592896174863388
"
1220,O,,,,deter,mice,O,0.000117239,12,0.96097561,"0.8592896174863388
"
1221,O,,,,place,tubs,A,0.999742806,12,0.96097561,"0.8592896174863388
"
1222,A,,,mice,sniff,smell,A,0.999999762,12,0.96097561,"0.8592896174863388
"
1223,O,,,,sniff,smell,O,0.034115564,12,0.96097561,"0.8592896174863388
"
1224,O,,,,have,infestation,O,6.66E-05,12,0.96097561,"0.8592896174863388
"
1225,O,,,,eliminate,infestation,O,1.05E-05,12,0.96097561,"0.8592896174863388
"
1226,A,,,cat,prevent,reinfestation,A,1,12,0.96097561,"0.8592896174863388
"
1227,O,,,,prevent,reinfestation,O,0.001234081,12,0.96097561,"0.8592896174863388
"
1228,O,,,,put,cans,O,0.000406273,12,0.96097561,"0.8592896174863388
"
1229,A,,,Mice,smell,garbage,A,1,12,0.96097561,"0.8592896174863388
"
1230,O,,,,smell,garbage,O,5.08E-09,12,0.96097561,"0.8592896174863388
"
1231,O,,,,keep,cans,O,0.460615396,12,0.96097561,"0.8592896174863388
"
1232,O,,,,take,residence,O,2.23E-08,12,0.96097561,"0.8592896174863388
"
1233,O,,,,promote,nesting,O,0.000710346,12,0.96097561,"0.8592896174863388
"
1234,O,,,,build,box,O,7.64E-08,12,0.96097561,"0.8592896174863388
"
1235,O,,,,take,time,O,2.12E-11,12,0.96097561,"0.8592896174863388
"
1236,O,,,,attract,eater,A,0.947594762,12,0.96097561,"0.8592896174863388
"
1237,O,,,,make,box,O,0.015304945,12,0.96097561,"0.8592896174863388
"
1238,O,,,,have,nails,O,0.000495667,12,0.96097561,"0.8592896174863388
"
1239,A,,,family,eat,mice,A,1,12,0.96097561,"0.8592896174863388
"
1240,O,,,,eat,mice,O,0.077616505,12,0.96097561,"0.8592896174863388
"
1241,O,,,,attract,types,O,0.000654316,12,0.96097561,"0.8592896174863388
"
1242,A,,,Sociologists,explore,consequences,A,0.999989629,11,0.980487805,"0.912568306010929
"
1243,O,,,,explore,consequences,O,1.55E-08,11,0.980487805,"0.912568306010929
"
1244,A,,,psychologists,examine,processes,A,0.994285047,11,0.980487805,"0.912568306010929
"
1245,O,,,,examine,processes,O,3.97E-07,11,0.980487805,"0.912568306010929
"
1246,O,,,,underpin,biases,O,1.79E-06,11,0.980487805,"0.912568306010929
"
1247,A,,,neuroscientists,examine,underpinnings,A,0.99992919,11,0.980487805,"0.912568306010929
"
1248,O,,,,examine,underpinnings,O,3.76E-07,11,0.980487805,"0.912568306010929
"
1249,A,,,theorists,explore,ways,O,0.069054201,11,0.980487805,"0.912568306010929
"
1250,O,,,,explore,ways,O,3.81E-08,11,0.980487805,"0.912568306010929
"
1251,S,,,biases,emerge,,A,0.985934615,11,0.980487805,"0.912568306010929
"
1252,A,,,researchers,possess,wealth,A,1,11,0.980487805,"0.912568306010929
"
1253,O,,,,possess,wealth,O,0.000116331,11,0.980487805,"0.912568306010929
"
1254,O,,,,concern,origins,O,3.24E-08,11,0.980487805,"0.912568306010929
"
1255,O,,,,implement,policy,O,1.66E-05,11,0.980487805,"0.912568306010929
"
1256,O,,,,reduce,occurrence,O,1.21E-05,11,0.980487805,"0.912568306010929
"
1257,S-passive,,,trainings,intend,,A,0.99762243,11,0.980487805,"0.912568306010929
"
1258,O,,,,reduce,bias,A,0.5,11,0.980487805,"0.912568306010929
"
1259,O,,,,increase,awareness,O,1.20E-12,11,0.980487805,"0.912568306010929
"
1260,O,,,,face,members,O,7.69E-08,11,0.980487805,"0.912568306010929
"
1261,S-passive,,,implementation,root,,A,0.685752332,11,0.980487805,"0.912568306010929
"
1262,S,,,estimates,remain,,A,0.832879066,11,0.980487805,"0.912568306010929
"
1263,S,,,study,report,,A,0.993249536,11,0.980487805,"0.912568306010929
"
1264,O,,,,use,measures,O,5.68E-06,11,0.980487805,"0.912568306010929
"
1265,O,,,,report,form,O,7.10E-08,11,0.980487805,"0.912568306010929
"
1266,O,,,,see,Gibbons,A,0.922106862,11,0.980487805,"0.912568306010929
"
1267,S,,,study,seek,,A,0.999996305,11,0.980487805,"0.912568306010929
"
1268,O,,,,estimate,prevalence,O,2.15E-08,11,0.980487805,"0.912568306010929
"
1269,A,,,analysis,address,reasons,A,0.999800503,11,0.980487805,"0.912568306010929
"
1270,O,,,,address,reasons,O,3.12E-09,11,0.980487805,"0.912568306010929
"
1271,A-passive,,,respondents,ask,question,A,1,11,0.980487805,"0.912568306010929
"
1272,O,,,,ask,question,O,0.000389849,11,0.980487805,"0.912568306010929
"
1273,S-passive,,,Respondents,allow,,A,1,11,0.980487805,"0.912568306010929
"
1274,O,,,,choose,response,A,0.5,11,0.980487805,"0.912568306010929
"
1275,S-passive,,,responses,recode,,A,0.996276438,11,0.980487805,"0.912568306010929
"
1276,O,,,,capture,options,O,1.11E-10,11,0.980487805,"0.912568306010929
"
1277,S-passive,,,categories,collapse,,A,0.999044597,11,0.980487805,"0.912568306010929
"
1278,S-passive,,,question,ask,,A,0.99998498,11,0.980487805,"0.912568306010929
"
1279,O,,,,report,experiences,O,3.90E-11,11,0.980487805,"0.912568306010929
"
1280,S,,,pattern,result,,A,0.999909043,11,0.980487805,"0.912568306010929
"
1281,O,,,,use,category,O,2.20E-05,11,0.980487805,"0.912568306010929
"
1282,S-passive,,,race,use,,A,0.615276575,11,0.980487805,"0.912568306010929
"
1283,O,,,,preserve,counts,O,9.80E-09,11,0.980487805,"0.912568306010929
"
1284,S,,,logic,appear,,A,0.999999762,11,0.980487805,"0.912568306010929
"
1285,S,,,respondents,appear,,A,0.999999881,11,0.980487805,"0.912568306010929
"
1286,S-passive,,,Respondents,ask,,A,0.999967813,11,0.980487805,"0.912568306010929
"
1287,O,,,,indicate,race,O,0.226410195,11,0.980487805,"0.912568306010929
"
1288,A-passive,,,Respondents,provide,opportunity,A,1,11,0.980487805,"0.912568306010929
"
1289,O,,,,provide,opportunity,O,0.000816888,11,0.980487805,"0.912568306010929
"
1290,O,,,,select,race,O,0.001374168,11,0.980487805,"0.912568306010929
"
1291,O,,,,ask,question,O,1.74E-07,11,0.980487805,"0.912568306010929
"
1292,A,,,category,describe,background,A,0.999991298,11,0.980487805,"0.912568306010929
"
1293,O,,,,describe,background,O,2.44E-05,11,0.980487805,"0.912568306010929
"
1294,S-passive,,,respondents,code,,A,1,11,0.980487805,"0.912568306010929
"
1295,O,,,,indicate,race,O,0.000139564,11,0.980487805,"0.912568306010929
"
1296,O,,,,provide,information,O,6.77E-12,11,0.980487805,"0.912568306010929
"
1297,S-passive,,,variables,include,,O,0.006635063,11,0.980487805,"0.912568306010929
"
1298,O,,,,subtract,year,O,0.000296076,11,0.980487805,"0.912568306010929
"
1299,S-passive,,,sex,code,,A,0.995321691,11,0.980487805,"0.912568306010929
"
1300,A,,,study,include,steps,A,0.999517918,11,0.980487805,"0.912568306010929
"
1301,O,,,,include,steps,O,0.000138584,11,0.980487805,"0.912568306010929
"
1302,S-passive,,,statistics,produce,,A,0.99513799,11,0.980487805,"0.912568306010929
"
1303,O,,,,examine,proportions,O,5.45E-05,11,0.980487805,"0.912568306010929
"
1304,O,,,,assess,distribution,O,7.24E-06,11,0.980487805,"0.912568306010929
"
1305,O,,,,examine,associations,O,4.00E-10,11,0.980487805,"0.912568306010929
"
1306,S-passive,,,statistic,employ,,O,0.434799731,11,0.980487805,"0.912568306010929
"
1307,O,,,,analyze,data,O,4.28E-07,11,0.980487805,"0.912568306010929
"
1308,O,,,,employ,suite,O,3.18E-06,11,0.980487805,"0.912568306010929
"
1309,S-passive,,,test,convert,,A,0.998351216,11,0.980487805,"0.912568306010929
"
1310,O,,,,use,correction,O,2.51E-05,11,0.980487805,"0.912568306010929
"
1311,A,,,adjustments,take,nature,O,0.012328753,11,0.980487805,"0.912568306010929
"
1312,O,,,,take,nature,O,5.64E-10,11,0.980487805,"0.912568306010929
"
1313,A,,,step,include,examination,A,0.999990582,11,0.980487805,"0.912568306010929
"
1314,O,,,,include,examination,O,5.56E-09,11,0.980487805,"0.912568306010929
"
1315,S-passive,,,analyses,weight,,A,0.999941945,11,0.980487805,"0.912568306010929
"
1316,S-passive,,,errors,correct,,A,0.999870062,11,0.980487805,"0.912568306010929
"
1317,O,,,,define,strategy,O,1.25E-07,11,0.980487805,"0.912568306010929
"
1318,A-passive,,,estimates,consider,representative,A,0.999985933,11,0.980487805,"0.912568306010929
"
1319,A,,,section,present,Eegimaa,A,0.999999642,11,0.980487805,"0.912568306010929
"
1320,O,,,,present,Eegimaa,O,0.065745324,11,0.980487805,"0.912568306010929
"
1321,O,,,,discuss,aspects,O,1.25E-10,11,0.980487805,"0.912568306010929
"
1322,S-passive,,,languages,classify,,A,0.999999762,11,0.980487805,"0.912568306010929
"
1323,S-passive,,,Speakers,find,,A,0.999641061,11,0.980487805,"0.912568306010929
"
1324,A,,,map,present,languages,A,0.98425746,11,0.980487805,"0.912568306010929
"
1325,O,,,,present,languages,O,0.001492496,11,0.980487805,"0.912568306010929
"
1326,S,,,arrow,point,,A,0.999999642,11,0.980487805,"0.912568306010929
"
1327,S-passive,,,Eegimaa,speak,,A,0.99781251,11,0.980487805,"0.912568306010929
"
1328,S,,,speakers,live,,A,0.999928951,11,0.980487805,"0.912568306010929
"
1329,A,,,river,separate,Mof-Ávvi,A,0.983296633,11,0.980487805,"0.912568306010929
"
1330,O,,,,separate,Mof-Ávvi,O,0.128651559,11,0.980487805,"0.912568306010929
"
1331,S,,,side,coincide,,A,0.999308467,11,0.980487805,"0.912568306010929
"
1332,A,,,map,show,location,A,0.99905771,11,0.980487805,"0.912568306010929
"
1333,O,,,,show,location,O,0.001721574,11,0.980487805,"0.912568306010929
"
1334,S-passive,,,Eegimaa,know,,A,0.998916268,11,0.980487805,"0.912568306010929
"
1335,O,,,,have,border,O,0.009138106,11,0.980487805,"0.912568306010929
"
1336,S-passive,,,meaning,know,,O,0.001095383,11,0.980487805,"0.912568306010929
"
1337,S-passive,,,names,write,,A,0.99944669,11,0.980487805,"0.912568306010929
"
1338,O,,,,use,spelling,O,2.11E-08,11,0.980487805,"0.912568306010929
"
1339,S-passive,,,codes,provide,,A,0.5,11,0.980487805,"0.912568306010929
"
1340,S-passive,,,names,write,,A,0.999728978,11,0.980487805,"0.912568306010929
"
1341,S-passive,,,Names,write,,A,0.996842027,11,0.980487805,"0.912568306010929
"
1342,O,,,,use,orthography,O,0.001136881,11,0.980487805,"0.912568306010929
"
1343,O,,,,follow,pronunciation,O,5.57E-09,11,0.980487805,"0.912568306010929
"
1344,A,,,varieties,include,Kujireray,A,0.999957323,11,0.980487805,"0.912568306010929
"
1345,O,,,,include,Kujireray,O,0.101535656,11,0.980487805,"0.912568306010929
"
1346,S-expletive,,,communities,be,,A,0.969116569,11,0.980487805,"0.912568306010929
"
1347,S,,,speakers,live,,A,0.999188006,11,0.980487805,"0.912568306010929
"
1348,A,,,Speakers,use,term,A,1,11,0.980487805,"0.912568306010929
"
1349,O,,,,use,term,O,0.000195873,11,0.980487805,"0.912568306010929
"
1350,O,,,,mean,Jóola,O,6.97E-05,11,0.980487805,"0.912568306010929
"
1351,O,,,,distinguish,variety,O,1.40E-05,11,0.980487805,"0.912568306010929
"
1352,S,,,transmission,decline,,A,0.998508751,11,0.980487805,"0.912568306010929
"
1353,O,,,,understand,situation,O,9.03E-05,11,0.980487805,"0.912568306010929
"
1354,S-passive,,,names,give,,A,0.994384289,11,0.980487805,"0.912568306010929
"
1355,O,,,,achieve,recognition,O,6.30E-11,11,0.980487805,"0.912568306010929
"
1356,A,,,Dvořák,employ,aspects,A,0.999999881,11,0.980487805,"0.912568306010929
"
1357,O,,,,employ,aspects,O,8.14E-08,11,0.980487805,"0.912568306010929
"
1358,S-passive,,,style,describe,,O,0.476220936,11,0.980487805,"0.912568306010929
"
1359,O,,,,absorb,influences,O,1.38E-09,11,0.980487805,"0.912568306010929
"
1360,O,,,,find,ways,O,1.58E-09,11,0.980487805,"0.912568306010929
"
1361,A,,,Dvořák,display,gifts,A,0.99999845,11,0.980487805,"0.912568306010929
"
1362,O,,,,display,gifts,O,3.29E-06,11,0.980487805,"0.912568306010929
"
1363,O,,,,seek,recognition,O,3.74E-11,11,0.980487805,"0.912568306010929
"
1364,O,,,,submit,score,O,0.001124767,11,0.980487805,"0.912568306010929
"
1365,S-passive,,,manuscript,lose,,A,0.939501941,11,0.980487805,"0.912568306010929
"
1366,O,,,,make,submission,O,9.45E-05,11,0.980487805,"0.912568306010929
"
1367,O,,,,include,scores,O,3.30E-06,11,0.980487805,"0.912568306010929
"
1368,S-passive,,,prize,award,,A,0.552691936,11,0.980487805,"0.912568306010929
"
1369,A,,,Brahms,make,themselves,A,0.998477757,11,0.980487805,"0.912568306010929
"
1370,A,,,Brahms,recommend,Dvořák,A,1,11,0.980487805,"0.912568306010929
"
1371,O,,,,recommend,Dvořák,O,1.84E-05,11,0.980487805,"0.912568306010929
"
1372,A,,,music,have,sales,O,0.370469272,11,0.980487805,"0.912568306010929
"
1373,O,,,,have,sales,O,1.69E-08,11,0.980487805,"0.912568306010929
"
1374,S-passive,,,reputation,launch,,A,0.995409906,11,0.980487805,"0.912568306010929
"
1375,S-passive,,,piece,premiere,,A,0.928897858,11,0.980487805,"0.912568306010929
"
1376,A,,,Dvořák,make,visits,A,1,11,0.980487805,"0.912568306010929
"
1377,O,,,,make,visits,O,0.000969506,11,0.980487805,"0.912568306010929
"
1378,O,,,,conduct,performances,O,3.94E-09,11,0.980487805,"0.912568306010929
"
1379,S-passive,,,Symphony,write,,A,0.999993324,11,0.980487805,"0.912568306010929
"
1380,O,,,,visit,Russia,O,3.76E-07,11,0.980487805,"0.912568306010929
"
1381,O,,,,conduct,concerts,O,1.12E-05,11,0.980487805,"0.912568306010929
"
1382,S-passive,,,Dvořák,appoint,,A,0.97563529,11,0.980487805,"0.912568306010929
"
1383,O,,,,write,Trio,O,0.067056209,11,0.980487805,"0.912568306010929
"
1384,S,,,Dvořák,move,,A,0.99964869,11,0.980487805,"0.912568306010929
"
1385,A,,,Dvořák,write,works,A,0.998936236,11,0.980487805,"0.912568306010929
"
1386,O,,,,write,works,O,6.30E-07,11,0.980487805,"0.912568306010929
"
1387,O,,,,spread,reputation,O,1.41E-10,11,0.980487805,"0.912568306010929
"
1388,O,,,,write,piece,O,2.95E-07,11,0.980487805,"0.912568306010929
"
1389,A,,,shortfalls,lead,him,A,0.999973774,11,0.980487805,"0.912568306010929
"
1390,O,,,,leave,States,O,4.15E-05,11,0.980487805,"0.912568306010929
"
1391,O,,,,have,librettos,O,0.000243446,11,0.980487805,"0.912568306010929
"
1392,O,,,,convey,spirit,O,1.43E-10,11,0.980487805,"0.912568306010929
"
1393,S-passive,,,Humoresque,perform,,O,0.000215472,11,0.980487805,"0.912568306010929
"
1394,S-passive,,,Otto,bear,,A,0.999993801,11,0.980487805,"0.912568306010929
"
1395,O,,,,teach,Icelandic,O,1.55E-08,11,0.980487805,"0.912568306010929
"
1396,O,,,,enter,University,O,0.000304369,11,0.980487805,"0.912568306010929
"
1397,O,,,,study,law,O,9.05E-13,11,0.980487805,"0.912568306010929
"
1398,O,,,,forget,studies,O,2.23E-10,11,0.980487805,"0.912568306010929
"
1399,O,,,,shift,focus,O,6.23E-08,11,0.980487805,"0.912568306010929
"
1400,O,,,,earn,degree,O,9.21E-11,11,0.980487805,"0.912568306010929
"
1401,O,,,,meet,linguists,O,0.051963747,11,0.980487805,"0.912568306010929
"
1402,O,,,,attend,lectures,O,3.57E-13,11,0.980487805,"0.912568306010929
"
1403,O,,,,follow,advice,O,1.83E-06,11,0.980487805,"0.912568306010929
"
1404,O,,,,begin,work,O,9.97E-06,11,0.980487805,"0.912568306010929
"
1405,O,,,,defend,dissertation,O,6.35E-05,11,0.980487805,"0.912568306010929
"
1406,S,,,work,focus,,A,0.999882221,11,0.980487805,"0.912568306010929
"
1407,O,,,,advance,theories,O,3.68E-09,11,0.980487805,"0.912568306010929
"
1408,A,,,Jespersen,remove,parts,A,0.999999881,11,0.980487805,"0.912568306010929
"
1409,O,,,,remove,parts,O,0.000398785,11,0.980487805,"0.912568306010929
"
1410,S-passive,,,term,apply,,A,1,11,0.980487805,"0.912568306010929
"
1411,S-passive,,,concepts,express,,O,0.153565288,11,0.980487805,"0.912568306010929
"
1412,S-passive,,,term,qualify,,A,0.989862323,11,0.980487805,"0.912568306010929
"
1413,O,,,,represent,idea,O,5.11E-08,11,0.980487805,"0.912568306010929
"
1414,A,,,nexus,combine,ideas,A,0.997446537,11,0.980487805,"0.912568306010929
"
1415,O,,,,combine,ideas,O,4.29E-10,11,0.980487805,"0.912568306010929
"
1416,S,,,Junction,prove,,A,0.999881744,11,0.980487805,"0.912568306010929
"
1417,O,,,,bring,concept,O,5.68E-06,11,0.980487805,"0.912568306010929
"
1418,S-passive,,,Language,consider,,A,0.999220014,11,0.980487805,"0.912568306010929
"
1419,S,,,Grammar,concentrate,,A,0.997712731,11,0.980487805,"0.912568306010929
"
1420,O,,,,publish,Syntax,O,4.72E-05,11,0.980487805,"0.912568306010929
"
1421,O,,,,present,views,O,9.45E-13,11,0.980487805,"0.912568306010929
"
1422,O,,,,use,notation,O,1.44E-07,11,0.980487805,"0.912568306010929
"
1423,O,,,,challenge,views,O,1.03E-10,11,0.980487805,"0.912568306010929
"
1424,O,,,,propose,corrections,O,1.02E-09,11,0.980487805,"0.912568306010929
"
1425,O,,,,develop,notions,O,0.000251654,11,0.980487805,"0.912568306010929
"
1426,S-passive,,,book,use,,A,0.992157936,11,0.980487805,"0.912568306010929
"
1427,A,,,Jespersen,visit,States,A,0.999999881,11,0.980487805,"0.912568306010929
"
1428,O,,,,visit,States,O,3.10E-06,11,0.980487805,"0.912568306010929
"
1429,O,,,,visit,University,O,1.19E-06,11,0.980487805,"0.912568306010929
"
1430,O,,,,take,occasion,O,4.88E-10,11,0.980487805,"0.912568306010929
"
1431,O,,,,study,system,O,8.17E-09,11,0.980487805,"0.912568306010929
"
1432,S-passive,,,autobiography,publish,,A,0.999984384,11,0.980487805,"0.912568306010929
"
1433,S-expletive,,,logic,be,,O,0.107795894,11,0.980487805,"0.912568306010929
"
1434,O,,,,deny,kind,O,0.000765874,11,0.980487805,"0.912568306010929
"
1435,O,,,,see,collection,O,9.50E-05,11,0.980487805,"0.912568306010929
"
1436,S-expletive,,,denying,be,,O,0.000976015,11,0.980487805,"0.912568306010929
"
1437,S-expletive,,,words,be,,O,3.59E-07,11,0.980487805,"0.912568306010929
"
1438,O,,,,express,ideas,O,1.16E-05,11,0.980487805,"0.912568306010929
"
1439,S,,,Jespersen,remain,,A,0.999996305,11,0.980487805,"0.912568306010929
"
1440,O,,,,convene,Meeting,O,0.418537825,11,0.980487805,"0.912568306010929
"
1441,O,,,,publish,project,O,1.45E-07,11,0.980487805,"0.912568306010929
"
1442,A,,,Jespersen,receive,degrees,A,1,11,0.980487805,"0.912568306010929
"
1443,O,,,,receive,degrees,O,1.30E-05,11,0.980487805,"0.912568306010929
"
1444,O,,,,find,people,O,1.32E-07,11,0.980487805,"0.912568306010929
"
1445,O,,,,need,partner,O,0.000463787,11,0.980487805,"0.912568306010929
"
1446,S,,,person,want,,A,0.999999881,11,0.980487805,"0.912568306010929
"
