0,1,2,3,4,5,6,7,8,9,10,11,12
2935,S,"""Acc",,,asociația,putea,,A,1,10,0.901162791,"0.8897485493230174
"
2936,O,,,,întreprinde,măsuri,O,2.99E-05,10,0.901162791,"0.8897485493230174
",
2937,O,"""Acc",,,,viza,îmbunătățirea,O,0.006729268,10,0.901162791,"0.8897485493230174
"
2938,O,"""Dat",,,,smulge,viitorului,O,2.82E-07,10,0.901162791,"0.8897485493230174
"
2939,O,"""Acc",,,,smulge,vălul,O,0.252936244,10,0.901162791,"0.8897485493230174
"
2940,O,"""Dat",,,,ascunde,privirilor,O,0.000326003,10,0.901162791,"0.8897485493230174
"
2941,S,"""Acc",,,Vremea,trece,,A,0.999989629,10,0.901162791,"0.8897485493230174
"
2942,S,"""Acc",,,Anul,însemna,,O,0.239925236,10,0.901162791,"0.8897485493230174
"
2943,A,"""Acc",,,Câștigătorii,găsi,resurse,A,0.991467357,10,0.901162791,"0.8897485493230174
"
2944,O,,,,găsi,resurse,O,1.21E-08,10,0.901162791,"0.8897485493230174
",
2945,A,,,Vișinel,scoate,briceag,A,0.999706924,10,0.901162791,"0.8897485493230174
",
2946,O,,,,scoate,briceag,O,3.34E-06,10,0.901162791,"0.8897485493230174
",
2947,O,"""Acc",,,,înjunghia,adversarul,O,3.39E-08,10,0.901162791,"0.8897485493230174
"
2948,S-passive,"""Acc",,,cărțile,edita,,A,0.999999166,10,0.901162791,"0.8897485493230174
"
2949,S,"""Acc",,,forța,lupta,,A,0.608742058,10,0.901162791,"0.8897485493230174
"
2950,O,,,,pierde,lucru,O,0.000504035,10,0.901162791,"0.8897485493230174
",
2951,S-passive,,,despăgubiri,acorda,,O,0.000214833,10,0.901162791,"0.8897485493230174
",
2952,S-expletive,,,Adriana,anunța,bunicul,A,0.998956561,10,0.901162791,"0.8897485493230174
",
2953,O,"""Acc",,,,anunța,bunicul,O,0.123025626,10,0.901162791,"0.8897485493230174
"
2954,S-passive,"""Acc",,,Poliția,sesiza,,O,0.012848317,10,0.901162791,"0.8897485493230174
"
2955,A,"""Acc",,,spectatorii,auzi,copiii,A,1,10,0.901162791,"0.8897485493230174
"
2956,O,"""Acc",,,,auzi,copiii,O,3.67E-05,10,0.901162791,"0.8897485493230174
"
2957,O,,,,sta,taifas,O,0.002153008,10,0.901162791,"0.8897485493230174
",
2958,O,"""Acc",,,,umbla,pinii,O,0.006014561,10,0.901162791,"0.8897485493230174
"
2959,S,,,peisaj,putea,,A,0.999998569,10,0.901162791,"0.8897485493230174
",
2960,O,"""Acc",,,,alunga,frământarea,O,0.069114588,10,0.901162791,"0.8897485493230174
"
2961,S,"""Acc",,,oamenii,putea,,A,0.999921799,10,0.901162791,"0.8897485493230174
"
2962,O,"""Acc",,,,suporta,frumusețe,O,0.143080771,10,0.901162791,"0.8897485493230174
"
2963,O,,,,putea,fel,O,0.021310164,10,0.901162791,"0.8897485493230174
",
2964,O,"""Acc",,,,avea,soră,A,0.99843508,10,0.901162791,"0.8897485493230174
"
2965,O,"""Acc",,,,vedea,poiana,A,0.534602642,10,0.901162791,"0.8897485493230174
"
2966,O,"""Acc",,,,apropia,apă,O,0.133365706,10,0.901162791,"0.8897485493230174
"
2967,O,,,,auzi,nume,O,1.63E-05,10,0.901162791,"0.8897485493230174
",
2968,S,"""Acc",,,maica,putea,,A,0.999896049,10,0.901162791,"0.8897485493230174
"
2969,O,,,,roade,oase,A,0.968703389,10,0.901162791,"0.8897485493230174
",
2970,A,"""Acc",,,pielea,putea,ne,A,0.856469631,10,0.901162791,"0.8897485493230174
"
2971,S,"""Acc",,,mama,putea,,A,0.99999702,10,0.901162791,"0.8897485493230174
"
2972,O,"""Acc",,,,ridica,casa,O,1.32E-07,10,0.901162791,"0.8897485493230174
"
2973,S,"""Acc",,,soții,putea,,A,0.999965191,10,0.901162791,"0.8897485493230174
"
2974,S,"""Acc",,,Muma,putea,,A,0.999437869,10,0.901162791,"0.8897485493230174
"
2975,O,,,,vedea,fiu,O,0.01362809,10,0.901162791,"0.8897485493230174
",
2976,S,,,copii,beneficia,,O,0.163677037,10,0.901162791,"0.8897485493230174
",
2977,S,"""Acc",,,școlile,continua,,A,0.999999523,10,0.901162791,"0.8897485493230174
"
2978,O,,,,juca,rol,O,7.06E-09,10,0.901162791,"0.8897485493230174
",
2979,S,"""Acc",,,Biserica,da,,A,1,10,0.901162791,"0.8897485493230174
"
2980,O,,,,purta,banderole,O,5.51E-09,10,0.901162791,"0.8897485493230174
",
2981,A,"""Acc",,,membrii,cere,miniștrilor,A,0.999981284,10,0.901162791,"0.8897485493230174
"
2982,O,"""Dat",,,,cere,miniștrilor,O,0.000904362,10,0.901162791,"0.8897485493230174
"
2983,O,,,,emite,judecăți,O,6.32E-11,10,0.901162791,"0.8897485493230174
",
2984,S,"""Acc",,,tribunalele,face,,O,3.45E-06,10,0.901162791,"0.8897485493230174
"
2985,S-passive,"""Acc",,,untul,ține,,A,0.999997973,10,0.901162791,"0.8897485493230174
"
2986,S,"""Acc",,,polițiștii,avansa,,A,0.999999881,10,0.901162791,"0.8897485493230174
"
2987,S,"""Acc",,,englezul,cruța,,A,0.992756665,10,0.901162791,"0.8897485493230174
"
2988,S,,,cuplu,face,,O,2.50E-05,10,0.901162791,"0.8897485493230174
",
2989,S,"""Acc",,,Fanul,aresta,,A,0.999999762,10,0.901162791,"0.8897485493230174
"
2990,A,"""Acc",,,utilizarea,încălca,principiile,A,0.999999166,10,0.901162791,"0.8897485493230174
"
2991,O,"""Acc",,,,încălca,principiile,O,0.025333902,10,0.901162791,"0.8897485493230174
"
2992,O,"""Acc",,,,interzice,suferința,O,1.58E-06,10,0.901162791,"0.8897485493230174
"
2993,O,"""Dat",,,,aduce,mediului,O,1.33E-09,10,0.901162791,"0.8897485493230174
"
2994,O,"""Dat",,,,dăuna,populației,O,5.77E-08,10,0.901162791,"0.8897485493230174
"
2995,S,"""Acc",,,Diatriba,întrerupe,,A,0.999997735,10,0.901162791,"0.8897485493230174
"
2996,O,,,,cunoaște,proprietari,O,0.000119308,10,0.901162791,"0.8897485493230174
",
2997,O,,,,vedea,păstori,O,0.00592009,10,0.901162791,"0.8897485493230174
",
2998,O,"""Acc",,,,căra,corturile,O,0.000344203,10,0.901162791,"0.8897485493230174
"
2999,A-aux,"""Acc",,,Caii,avea,nevoie,A,0.999999881,10,0.901162791,"0.8897485493230174
"
3000,O-aux,"""Acc",,,,avea,nevoie,O,0.000100829,10,0.901162791,"0.8897485493230174
"
3001,S,"""Acc",,,apa,deveni,,A,0.999999762,10,0.901162791,"0.8897485493230174
"
3002,A,"""Acc",,,Concentrarea,calma,#NAME?,A,1,10,0.901162791,"0.8897485493230174
"
3003,O,"""Acc",,,,alina,grijile,O,1.69E-09,10,0.901162791,"0.8897485493230174
"
3004,S,,,Bubuituri,amenința,,A,0.999416471,10,0.901162791,"0.8897485493230174
",
3005,S,"""Acc",,,Juriul,dispărea,,A,0.963306487,10,0.901162791,"0.8897485493230174
"
3006,O,"""Acc",,,,continua,deliberările,O,6.65E-07,10,0.901162791,"0.8897485493230174
"
3007,O,"""Acc",,,,strica,operațiune,O,3.13E-05,10,0.901162791,"0.8897485493230174
"
3008,O,"""Acc",,,,rupe,ciocolata,O,0.02492319,10,0.901162791,"0.8897485493230174
"
3009,S,,,hectare,încăpea,,O,8.33E-07,10,0.901162791,"0.8897485493230174
",
3010,O,"""Acc",,,,interpreta,manevra,O,0.057493329,10,0.901162791,"0.8897485493230174
"
3011,A,"""Dat",,,D-lui,plăcea,îi,A,0.999999762,10,0.901162791,"0.8897485493230174
"
3012,O,"""Acc",,,,adăuga,culoare,O,2.37E-06,10,0.901162791,"0.8897485493230174
"
3013,O,"""Dat",,,,adăuga,zilelor,O,0.142256737,10,0.901162791,"0.8897485493230174
"
3014,A,"""Acc",,,Sistemul,întoarce,informația,A,1,10,0.901162791,"0.8897485493230174
"
3015,O,"""Acc",,,,întoarce,informația,A,0.5,10,0.901162791,"0.8897485493230174
"
3016,O,"""Acc",,,,urmări,ochii,O,0.001543156,10,0.901162791,"0.8897485493230174
"
3017,S,,,tapiserii,fi,,O,0.000204915,10,0.901162791,"0.8897485493230174
",
3018,S,,,purtător,spune,,O,0.081420325,10,0.901162791,"0.8897485493230174
",
3019,S,"""Acc",,,d-na,muri,,A,0.999999881,10,0.901162791,"0.8897485493230174
"
3020,S,"""Acc",,,soțul,trece,,A,0.997463584,10,0.901162791,"0.8897485493230174
"
3021,S,"""Acc",,,Tatăl,trece,,A,0.999999881,10,0.901162791,"0.8897485493230174
"
3022,S,"""Acc",,,legendă,trece,,A,0.975308597,10,0.901162791,"0.8897485493230174
"
3023,S,,,Fernando,muri,,A,0.963316381,10,0.901162791,"0.8897485493230174
",
3024,O,"""Acc",,,,pierde,viața,O,0.036651466,10,0.901162791,"0.8897485493230174
"
3025,S,"""Acc",,,mamă,trece,,A,0.894425571,10,0.901162791,"0.8897485493230174
"
3026,S,,,Oonagh,dispărea,,A,0.997568429,10,0.901162791,"0.8897485493230174
",
3027,A,"""Acc",,,cumpărătorul,folosi,bunurile,A,0.955385864,10,0.901162791,"0.8897485493230174
"
3028,O,"""Acc",,,,folosi,bunurile,O,1.15E-08,10,0.901162791,"0.8897485493230174
"
3029,O,"""Acc",,,,încălca,contractul,O,4.42E-07,10,0.901162791,"0.8897485493230174
"
3030,S,,,oameni,pieri,,O,0.483603358,10,0.901162791,"0.8897485493230174
",
3031,O,"""Acc",,,,parcurge,rută,O,1.27E-07,10,0.901162791,"0.8897485493230174
"
3032,S,"""Acc",,,viață,deveni,,A,0.999999881,10,0.901162791,"0.8897485493230174
"
3033,S,,,Celia,pieri,,A,1,10,0.901162791,"0.8897485493230174
",
3034,O,,,,binecuvânta,turn,O,0.003223301,10,0.901162791,"0.8897485493230174
",
3035,S,"""Acc",,,zidarii,muri,,A,0.989907503,10,0.901162791,"0.8897485493230174
"
3036,S,,,prieten,spune,,O,0.001645679,10,0.901162791,"0.8897485493230174
",
3037,S-passive,"""Acc",,,controlul,relaxa,,A,0.999984264,10,0.901162791,"0.8897485493230174
"
3038,S,"""Acc",,,inflația,pieri,,A,0.548315108,10,0.901162791,"0.8897485493230174
"
3039,S,"""Acc",,,carasul,pieri,,A,0.982917368,10,0.901162791,"0.8897485493230174
"
3040,A,"""Acc",,,guvernul,introduce,Actele,A,0.995020032,10,0.901162791,"0.8897485493230174
"
3041,O,"""Acc",,,,introduce,Actele,O,9.30E-06,10,0.901162791,"0.8897485493230174
"
3042,S,,,muncitori,pieri,,O,0.320937335,10,0.901162791,"0.8897485493230174
",
3043,S,"""Acc",,,mină,exploda,,A,0.968233526,10,0.901162791,"0.8897485493230174
"
3044,S-passive,,,cuplu,judeca,,A,0.734010756,10,0.901162791,"0.8897485493230174
",
3045,S-passive,,,magazine,închide,,A,0.992659628,10,0.901162791,"0.8897485493230174
",
3046,S,"""Acc",,,proprietarii,pieri,,A,0.999925852,10,0.901162791,"0.8897485493230174
"
3047,S,,,Bradbury,muri,,A,0.999243975,10,0.901162791,"0.8897485493230174
",
3048,S,"""Acc",,,majoritatea,părea,,A,0.999566376,10,0.901162791,"0.8897485493230174
"
3049,S,,,gonococcus,pieri,,A,0.999382377,10,0.901162791,"0.8897485493230174
",
3050,A,"""Acc",,,Președintele,face,renumele,A,1,10,0.901162791,"0.8897485493230174
"
3051,O,"""Acc",,,,face,renumele,O,2.24E-09,10,0.901162791,"0.8897485493230174
"
3052,S,,,oameni,pieri,,O,2.76E-05,10,0.901162791,"0.8897485493230174
",
3053,S,"""Acc",,,bunurile,pieri,,A,0.980448782,10,0.901162791,"0.8897485493230174
"
3054,S,"""Acc",,,contractul,face,,O,0.000483537,10,0.901162791,"0.8897485493230174
"
3055,S,"""Acc",,,Biserica,putea,,A,1,10,0.901162791,"0.8897485493230174
"
3056,O,"""Acc",,,,vedea,răul,O,2.46E-06,10,0.901162791,"0.8897485493230174
"
3057,S,"""Acc",,,Concertul,avea,,A,0.999999285,10,0.901162791,"0.8897485493230174
"
3058,S-aux,"""Acc",,,Funeraliile,avea,,A,0.996157825,10,0.901162791,"0.8897485493230174
"
3059,S,,,episod,desfășura,,A,0.996863365,10,0.901162791,"0.8897485493230174
",
3060,S,"""Acc",,,Operația,avea,,A,0.999605834,10,0.901162791,"0.8897485493230174
"
3061,S,"""Acc",,,spânzurătoare,avea,,O,0.145214126,10,0.901162791,"0.8897485493230174
"
3062,S,"""Acc",,,Negocierile,avea,,A,0.999999881,10,0.901162791,"0.8897485493230174
"
3063,S,"""Acc",,,Partidul,forma,,A,0.99997139,10,0.901162791,"0.8897485493230174
"
3064,S,,,studiu,desfășura,,A,0.999978304,10,0.901162791,"0.8897485493230174
",
3065,S,"""Acc",,,Tranziția,avea,,A,0.999996662,10,0.901162791,"0.8897485493230174
"
3066,S-expletive,"""Acc",,,organele,dubla,altele,A,0.917676747,10,0.901162791,"0.8897485493230174
"
3067,S,"""Acc",,,oasele,înmuia,,A,0.999999881,10,0.901162791,"0.8897485493230174
"
3068,S,,,proeminențe,apărea,,O,5.72E-05,10,0.901162791,"0.8897485493230174
",
3069,O,"""Acc",,,,perfora,pielea,O,2.65E-06,10,0.901162791,"0.8897485493230174
"
3070,S,"""Acc",,,dezvoltare,avea,,O,0.46459952,10,0.901162791,"0.8897485493230174
"
3071,S-passive,,,vagoane,adăuga,,A,0.925043404,10,0.901162791,"0.8897485493230174
",
3072,S,"""Acc",,,discuție,avea,,A,0.690678418,10,0.901162791,"0.8897485493230174
"
3073,S-expletive,,,Tyrell,spune,lui,O,0.451952726,10,0.901162791,"0.8897485493230174
",
3074,S,"""Acc",,,Purtătorul,spune,,A,0.999743879,10,0.901162791,"0.8897485493230174
"
3075,S,,,Discuții,avea,,A,0.999994159,10,0.901162791,"0.8897485493230174
",
3076,O,"""Acc",,,,face,situația,O,3.66E-07,10,0.901162791,"0.8897485493230174
"
3077,S,,,lupte,desfășura,,A,0.999244213,10,0.901162791,"0.8897485493230174
",
3078,O,"""Acc",,,,suspecta,adevărul,O,1.13E-05,10,0.901162791,"0.8897485493230174
"
3079,S,"""Acc",,,interviul,desfășura,,A,0.913043499,10,0.901162791,"0.8897485493230174
"
3080,S,"""Acc",,,abordare,avea,,A,0.999980211,10,0.901162791,"0.8897485493230174
"
3081,S,,,incident,avea,,A,0.862332642,10,0.901162791,"0.8897485493230174
",
3082,O,"""Acc",,,,lua,prânzul,O,1.60E-07,10,0.901162791,"0.8897485493230174
"
3083,S,,,Masacre,avea,,A,0.99956125,10,0.901162791,"0.8897485493230174
",
3084,S,"""Acc",,,Festivalul,avea,,A,0.999805152,10,0.901162791,"0.8897485493230174
"
3085,S,,,alegeri,avea,,O,0.064969286,10,0.901162791,"0.8897485493230174
",
3086,S-passive,"""Acc",,,Regiunea,guverna,,A,0.597175837,10,0.901162791,"0.8897485493230174
"
3087,S,,,întâlniri,desfășura,,A,0.804962397,10,0.901162791,"0.8897485493230174
",
3088,S,"""Acc",,,cartofii,încălzi,,A,0.95801264,10,0.901162791,"0.8897485493230174
"
3089,S,"""Acc",,,granulele,crește,,A,0.99025178,10,0.901162791,"0.8897485493230174
"
3090,S,"""Acc",,,celuloza,înmuia,,A,0.999995232,10,0.901162791,"0.8897485493230174
"
3091,S,"""Acc",,,pectina,deveni,,A,0.984472692,10,0.901162791,"0.8897485493230174
"
3092,A,,,Drachenfels,face,majoritatea,A,1,10,0.901162791,"0.8897485493230174
",
3093,O,"""Acc",,,,face,majoritatea,O,0.001089296,10,0.901162791,"0.8897485493230174
"
3094,S,,,spectacol,avea,,A,0.729425728,10,0.901162791,"0.8897485493230174
",
3095,S,"""Acc",,,Spectacolul,avea,,A,0.999999404,10,0.901162791,"0.8897485493230174
"
3096,O,"""Acc",,,,pune,viața,A,0.769645154,10,0.901162791,"0.8897485493230174
"
3097,S,"""Acc",,,autoritățile,renunța,,A,1,10,0.901162791,"0.8897485493230174
"
3098,O,"""Acc",,,,ștampila,pașapoartele,O,5.74E-05,10,0.901162791,"0.8897485493230174
"
3099,A,"""Acc",,,întreruperea,constitui,îngrijire,A,0.999875188,10,0.901162791,"0.8897485493230174
"
3100,O,"""Acc",,,,constitui,îngrijire,O,4.15E-05,10,0.901162791,"0.8897485493230174
"
3101,S,"""Acc",,,Poliția,îndreptăți,,A,1,10,0.901162791,"0.8897485493230174
"
3102,O,"""Dat",,,,spune,persoanei,O,0.045000784,10,0.901162791,"0.8897485493230174
"
3103,O,"""Acc",,,,înceta,proferarea,O,6.24E-08,10,0.901162791,"0.8897485493230174
"
3104,O,"""Acc",,,,constitui,încălcare,O,0.005566704,10,0.901162791,"0.8897485493230174
"
3105,O,,,,vizita,școli,O,5.28E-05,10,0.901162791,"0.8897485493230174
",
3106,O,,,,supune,risc,O,0.000108407,10,0.901162791,"0.8897485493230174
",
3107,O,"""Acc",,,,supune,copiii,O,0.368310213,10,0.901162791,"0.8897485493230174
"
3108,S-passive,"""Acc",,,Descoperirile,înregistra,,A,0.604911923,10,0.901162791,"0.8897485493230174
"
3109,S-passive,"""Acc",,,serviciul,întrerupe,,A,0.909406364,10,0.901162791,"0.8897485493230174
"
3110,S,,,Jarrett,încheia,,A,0.999975085,10,0.901162791,"0.8897485493230174
",
3111,S-passive,"""Acc",,,examinarea,întrerupe,,A,0.588933349,10,0.901162791,"0.8897485493230174
"
3112,S-passive,"""Acc",,,Fapta,raporta,,O,0.001180011,10,0.901162791,"0.8897485493230174
"
3113,S-passive,"""Acc",,,procedurile,suspenda,,O,0.378885508,10,0.901162791,"0.8897485493230174
"
3114,S,,,Dr.,trece,,A,1,10,0.901162791,"0.8897485493230174
",
3115,O,"""Acc",,,,conduce,campania,O,3.82E-09,10,0.901162791,"0.8897485493230174
"
3116,O,,,,lua,măsuri,O,0.000271907,10,0.901162791,"0.8897485493230174
",
3117,S,"""Acc",,,campioană,renunța,,O,0.000113427,10,0.901162791,"0.8897485493230174
"
3118,O,"""Acc",,,,admira,performanțele,O,9.54E-08,10,0.901162791,"0.8897485493230174
"
3119,S,,,Jancey,înceta,,A,0.990686476,10,0.901162791,"0.8897485493230174
",
3120,S,,,Maggin,renunța,,A,0.999972939,10,0.901162791,"0.8897485493230174
",
3121,A,"""Acc",,,Comisia,prezida,ședințele,A,1,10,0.901162791,"0.8897485493230174
"
3122,O,"""Acc",,,,prezida,ședințele,O,5.69E-08,10,0.901162791,"0.8897485493230174
"
3123,S,"""Acc",,,transportul,avea,,A,0.999713719,10,0.901162791,"0.8897485493230174
"
3124,S,"""Acc",,,secretarul,putea,,A,0.999952555,10,0.901162791,"0.8897485493230174
"
3125,O,"""Acc",,,,delega,persoană,O,2.53E-06,10,0.901162791,"0.8897485493230174
"
3126,O,"""Acc",,,,ocupa,locul,O,8.18E-10,10,0.901162791,"0.8897485493230174
"
3127,O,"""Acc",,,,asigura,asistența,O,0.442850739,10,0.901162791,"0.8897485493230174
"
3128,A,"""Acc",,,statele,contesta,rezultatele,A,1,10,0.901162791,"0.8897485493230174
"
3129,O,"""Acc",,,,contesta,rezultatele,O,1.65E-05,10,0.901162791,"0.8897485493230174
"
3130,A,"""Acc",,,Comisia,negocia,acord,A,1,10,0.901162791,"0.8897485493230174
"
3131,O,,,,negocia,acord,O,0.000502154,10,0.901162791,"0.8897485493230174
",
3132,A,"""Acc",,,Comisia,negocia,protocol,A,1,10,0.901162791,"0.8897485493230174
"
3133,O,,,,negocia,protocol,O,2.33E-06,10,0.901162791,"0.8897485493230174
",
3134,A,"""Acc",,,marcarea,favoriza,reciclarea,A,0.999726117,10,0.901162791,"0.8897485493230174
"
3135,O,"""Acc",,,,favoriza,reciclarea,O,0.002731603,10,0.901162791,"0.8897485493230174
"
3136,S-passive,"""Acc",,,textul,atașa,,O,0.00298353,10,0.901162791,"0.8897485493230174
"
3137,O,,,,constitui,acord,O,0.043857191,10,0.901162791,"0.8897485493230174
",
3138,O,"""Dat",,,,aduce,anexei,O,0.077427223,10,0.901162791,"0.8897485493230174
"
3139,S-passive,"""Acc",,,Cererile,respinge,,A,0.923301101,10,0.901162791,"0.8897485493230174
"
3140,O,,,,asocia,tineri,O,2.36E-06,10,0.901162791,"0.8897485493230174
",
3141,A,"""Acc",,,Autoritățile,face,eforturi,A,1,10,0.901162791,"0.8897485493230174
"
3142,O,,,,face,eforturi,O,1.55E-05,10,0.901162791,"0.8897485493230174
",
3143,S-passive,"""Acc",,,Operațiunea,lansa,,A,0.657973051,10,0.901162791,"0.8897485493230174
"
3144,S-passive,"""Acc",,,Autorizația,acorda,,A,1,10,0.901162791,"0.8897485493230174
"
3145,S,"""Acc",,,semnarea,fi,,O,0.087231562,10,0.901162791,"0.8897485493230174
"
3146,S,"""Acc",,,Suma,putea,,A,0.558936834,10,0.901162791,"0.8897485493230174
"
3147,A,"""Acc",,,Consiliul,reexamina,decizie,A,0.999998569,10,0.901162791,"0.8897485493230174
"
3148,O,"""Acc",,,,reexamina,decizie,O,0.00121033,10,0.901162791,"0.8897485493230174
"
3149,S,"""Acc",,,Statele,asigura,,A,1,10,0.901162791,"0.8897485493230174
"
3150,A,"""Acc",,,peștii,contamina,apă,A,0.999979496,10,0.901162791,"0.8897485493230174
"
3151,O,"""Acc",,,,contamina,apă,O,1.88E-06,10,0.901162791,"0.8897485493230174
"
3152,S,"""Acc",,,Autoritățile,angaja,,A,1,10,0.901162791,"0.8897485493230174
"
3153,O,"""Acc",,,,informa,Republica,O,8.93E-07,10,0.901162791,"0.8897485493230174
"
3154,A,"""Acc",,,Statele,simplifica,procedurile,A,1,10,0.901162791,"0.8897485493230174
"
3155,O,"""Acc",,,,simplifica,procedurile,O,1.05E-08,10,0.901162791,"0.8897485493230174
"
3156,S-passive,"""Acc",,,procedură,repeta,,A,0.976730824,10,0.901162791,"0.8897485493230174
"
3157,A,"""Acc",,,Principatul,păstra,25%,A,1,10,0.901162791,"0.8897485493230174
"
3158,O,"""Acc",,,,transfera,restul,O,0.000384948,10,0.901162791,"0.8897485493230174
"
3159,O,"""Dat",,,,transfera,statului,O,1.81E-06,10,0.901162791,"0.8897485493230174
"
3160,O,"""Acc",,,,avea,reședința,O,0.088560246,10,0.901162791,"0.8897485493230174
"
3161,A,"""Acc",,,beneficiarul,avea,reședința,O,0.001694813,10,0.901162791,"0.8897485493230174
"
3162,S-passive,"""Acc",,,inspecție,efectua,,O,1.99E-07,10,0.901162791,"0.8897485493230174
"
3163,S-passive,"""Acc",,,produsele,produce,,O,0.001010351,10,0.901162791,"0.8897485493230174
"
3164,O,"""Acc",,,,verifica,faptul,O,3.63E-08,10,0.901162791,"0.8897485493230174
"
3165,A,"""Acc",,,Inspectorul,certifica,faptul,A,0.999998808,10,0.901162791,"0.8897485493230174
"
3166,O,"""Acc",,,,certifica,faptul,O,0.00031707,10,0.901162791,"0.8897485493230174
"
3167,A,"""Acc",,,persoanele,trece,examen,A,0.87049365,10,0.901162791,"0.8897485493230174
"
3168,O,,,,trece,examen,O,0.00104838,10,0.901162791,"0.8897485493230174
",
3169,O,"""Acc",,,,verifica,aplicarea,O,0.007046255,10,0.901162791,"0.8897485493230174
"
3170,O,"""Acc",,,,verifica,faptul,O,1.37E-08,10,0.901162791,"0.8897485493230174
"
3171,A,"""Acc",,,Articolul,solicita,statelor,A,0.5,10,0.901162791,"0.8897485493230174
"
3172,O,"""Dat",,,,solicita,statelor,A,0.999527812,10,0.901162791,"0.8897485493230174
"
3173,S-passive,"""Acc",,,rapoartele,verifica,,O,0.012274615,10,0.901162791,"0.8897485493230174
"
3174,S,,,verificator,însemna,,A,0.984199882,10,0.901162791,"0.8897485493230174
",
3175,S-passive,"""Acc",,,rigla,scurta,,A,0.9996984,10,0.901162791,"0.8897485493230174
"
3176,O,,,,evita,contact,O,9.54E-05,10,0.901162791,"0.8897485493230174
",
3177,A,"""Acc",,,Parbrizul,desemna,partea,O,0.001822638,10,0.901162791,"0.8897485493230174
"
3178,O,"""Acc",,,,desemna,partea,O,5.19E-05,10,0.901162791,"0.8897485493230174
"
3179,O,"""Acc",,,,întruni,cerințele,O,2.94E-06,10,0.901162791,"0.8897485493230174
"
3180,S-passive,"""Acc",,,Încercările,realiza,,A,0.999999881,10,0.901162791,"0.8897485493230174
"
3181,O,"""Acc",,,,aduce,atingere,O,0.00491407,10,0.901162791,"0.8897485493230174
"
3182,O,"""Dat",,,,aduce,acordurilor,A,0.999041378,10,0.901162791,"0.8897485493230174
"
3183,A,"""Acc",,,Principatul,aplica,acord,A,1,10,0.901162791,"0.8897485493230174
"
3184,O,,,,aplica,acord,A,0.5,10,0.901162791,"0.8897485493230174
",
3185,O,"""Acc",,,,adresa,notificare,O,4.52E-09,10,0.901162791,"0.8897485493230174
"
3186,O,"""Dat",,,,adresa,Comunității,O,0.000567724,10,0.901162791,"0.8897485493230174
"
3187,S-passive,"""Acc",,,înălțimea,fixa,,A,0.96496594,10,0.901162791,"0.8897485493230174
"
3188,S-passive,"""Acc",,,influența,lua,,O,0.03992673,10,0.901162791,"0.8897485493230174
"
3189,S-passive,,,accelerometru,monta,,A,0.697725356,10,0.901162791,"0.8897485493230174
",
3190,S-passive,"""Acc",,,suprafețele,trata,,A,0.79381007,10,0.901162791,"0.8897485493230174
"
3191,S,"""Acc",,,Autoritățile,verifica,,A,0.999998689,10,0.901162791,"0.8897485493230174
"
3192,S-passive,,,lot,însoți,,A,0.903627694,10,0.901162791,"0.8897485493230174
",
3193,A,"""Acc",,,Nevoia,determina,creșterea,A,1,10,0.901162791,"0.8897485493230174
"
3194,O,,,,aduce,echipe,A,0.516790986,10,0.901162791,"0.8897485493230174
",
3195,O,"""Acc",,,,determina,creșterea,O,2.40E-07,10,0.901162791,"0.8897485493230174
"
3196,A,"""Acc",,,Statele,notifica,cazurile,A,1,10,0.901162791,"0.8897485493230174
"
3197,O,"""Dat",,,,notifica,Comisiei,A,0.820597529,10,0.901162791,"0.8897485493230174
"
3198,O,"""Acc",,,,notifica,cazurile,O,2.99E-10,10,0.901162791,"0.8897485493230174
"
3199,A,"""Acc",,,loturile,îndeplini,condițiile,O,0.040099207,10,0.901162791,"0.8897485493230174
"
3200,O,"""Acc",,,,îndeplini,condițiile,O,1.28E-06,10,0.901162791,"0.8897485493230174
"
3201,A,"""Acc",,,certificatul,purta,mențiunea,A,0.998967409,10,0.901162791,"0.8897485493230174
"
3202,O,"""Acc",,,,purta,mențiunea,O,0.000204411,10,0.901162791,"0.8897485493230174
"
3203,A,,,lot,îndeplini,condițiile,A,0.977205575,10,0.901162791,"0.8897485493230174
",
3204,O,"""Acc",,,,îndeplini,condițiile,O,8.15E-08,10,0.901162791,"0.8897485493230174
"
3205,A,"""Acc",,,statul,consulta,statul,A,1,10,0.901162791,"0.8897485493230174
"
3206,O,"""Acc",,,,consulta,statul,O,0.269539177,10,0.901162791,"0.8897485493230174
"
3207,S,"""Acc",,,Comisia,proceda,,A,1,10,0.901162791,"0.8897485493230174
"
3208,S,"""Acc",,,Semnatarii,declara,,A,0.999836445,10,0.901162791,"0.8897485493230174
"
3209,A,"""Acc",,,semnarea,constitui,pas,A,0.999432981,10,0.901162791,"0.8897485493230174
"
3210,O,,,,constitui,pas,O,1.48E-11,10,0.901162791,"0.8897485493230174
",
3211,S,"""Acc",,,țara,deveni,,A,0.999999881,10,0.901162791,"0.8897485493230174
"
3212,S,"""Acc",,,Emisiile,exclude,,A,0.993411481,10,0.901162791,"0.8897485493230174
"
3213,A,"""Acc",,,Contribuția,aduce,autonomiei,A,0.998176217,10,0.901162791,"0.8897485493230174
"
3214,O,"""Dat",,,,aduce,autonomiei,O,0.000320504,10,0.901162791,"0.8897485493230174
"
3215,S,"""Acc",,,comparația,baza,,A,0.999950528,10,0.901162791,"0.8897485493230174
"
